commercialAreaCode,commercialAreaName,commercialAreaLatitude,commercialAreaLongitude,stationQuery,stationName,lineName,stationAddress,stationLatitude,stationLongitude,distanceMeters,verificationStatus,note
GGD-57UZR73C5GGTLL5T2AVPFM4QWA,마두역_1번출구,37.6524642,126.7767982,마두역,마두역,3호선,경기 고양시 일산동구 마두동 765-1,37.65224113444557,126.77761059652867,76,MATCHED,
GGD-II7BN3VX5N3U6TODVTKEQORXVS,범계역,37.3897930,126.9506395,범계역,범계역,4호선,경기 안양시 동안구 호계동 1039-2,37.3897837540429,126.950783269518,13,MATCHED,
GGD-RHHLQKOCFF7VWQKZIJGOBARKK6,오리역,37.3393665,127.1097416,오리역,오리역,수인분당선,경기 성남시 분당구 구미동 197-1,37.3398305519823,127.108948940053,87,MATCHED,
GGD-IWBS2LOWQPOOU4JL25XKZ6JUIQ,인덕원역_6번출구,37.4005118,126.9751670,인덕원역,인덕원역,4호선,경기 안양시 동안구 관양동 1563,37.4014941709597,126.976679855187,173,MATCHED,
GGD-DLGHOXBQIWUTW3XMAMDC3BQKDD,상동역_1번출구,37.5064643,126.7559288,상동역,상동역,7호선,경기 부천시 원미구 상동 633,37.50578860265,126.753192450274,253,MATCHED,
GGD-MUYOLWPBKVB5J46L7IH4E7QM6X,주엽역,37.6705453,126.7616282,주엽역,주엽역,3호선,경기 고양시 일산서구 주엽동 166-7,37.6701494878278,126.761263524195,54,MATCHED,
GGD-F4YE7KGDEPSDQCIO5G7HTAF5VF,신중동역,37.5047280,126.7766800,신중동역,신중동역,7호선,경기 부천시 원미구 중동 1140-6,37.50295164139924,126.77689833819102,198,MATCHED,
GGD-4YY7ZYNAPVM6TL6A74OXNS3FTP,정부과천청사역,37.4271073,126.9920412,정부과천청사역,정부과천청사역,4호선,경기 과천시 별양동 1,37.4265047272927,126.989868044926,203,MATCHED,
GGD-ITTD42GT4QOSZW3VY35C47K7B3,망포역_6번출구,37.2464566,127.0590894,망포역,망포역,수인분당선,경기 수원시 영통구 영통동 1069,37.245654330704845,127.0573246372016,180,MATCHED,
GGD-AC5RN5BCEBI36PPTYTTBOCI37P,미금역_7번출구,37.3508200,127.1076343,미금역,미금역,수인분당선,경기 성남시 분당구 금곡동 222,37.35007159880101,127.10900662549734,147,MATCHED,
GGD-AC5RN5BCEBI36PPTYTTBOCI37P,미금역_7번출구,37.3508200,127.1076343,미금역,미금역,신분당선,경기 성남시 분당구 금곡동 222,37.35007178997763,127.10879895547586,132,MATCHED,
GGD-RQ2EBXTSYOV7GJ2AJ4D7JJEB5N,망포역_4번출구,37.2464929,127.0541458,망포역,망포역,수인분당선,경기 수원시 영통구 영통동 1069,37.245654330704845,127.0573246372016,296,MATCHED,
GGD-MZQ5GR7NEA5AJSPWCIY5XIDL6J,수원역_10번출구,37.2660731,127.0021592,수원역,수원역,1호선,경기 수원시 팔달구 매산로1가 18,37.26568218296588,127.00004960484385,192,MATCHED,
GGD-MZQ5GR7NEA5AJSPWCIY5XIDL6J,수원역_10번출구,37.2660731,127.0021592,수원역,수원역,수인분당선,경기 수원시 팔달구 매산로1가 18,37.26628317764347,127.00024802619026,171,MATCHED,
GGD-JYIGYOTPNLHP42IE2DMUBJSRLA,수원역,37.2659797,126.9984547,수원역,수원역,1호선,경기 수원시 팔달구 매산로1가 18,37.26568218296588,127.00004960484385,145,MATCHED,
GGD-JYIGYOTPNLHP42IE2DMUBJSRLA,수원역,37.2659797,126.9984547,수원역,수원역,수인분당선,경기 수원시 팔달구 매산로1가 18,37.26628317764347,127.00024802619026,162,MATCHED,
GGD-ZZJ3KHBFLNHCUOLUOB4LP6E7WA,명학역_2번출구,37.3881176,126.9369246,명학역,명학역,1호선,경기 안양시 만안구 안양동 1163-1,37.3844604191546,126.935592791667,423,MATCHED,
GGD-GVDXVIOMOR3LCJT2LPO4WQPQIM,수원역_7번출구,37.2683651,127.0024235,수원역,수원역,1호선,경기 수원시 팔달구 매산로1가 18,37.26568218296588,127.00004960484385,365,MATCHED,
GGD-GVDXVIOMOR3LCJT2LPO4WQPQIM,수원역_7번출구,37.2683651,127.0024235,수원역,수원역,수인분당선,경기 수원시 팔달구 매산로1가 18,37.26628317764347,127.00024802619026,301,MATCHED,
GGD-EGIQ3TO24HKE5W5HHKT3YQNEV5,모란역_12번출구,37.4316419,127.1318861,모란역,모란역,8호선,경기 성남시 수정구 수진동 4518,37.4340382896277,127.129970457799,316,MATCHED,
GGD-EGIQ3TO24HKE5W5HHKT3YQNEV5,모란역_12번출구,37.4316419,127.1318861,모란역,모란역,수인분당선,경기 성남시 중원구 성남동 1575,37.432056973841604,127.12913205625071,248,MATCHED,
GGD-KOH5SYOTOL42YHGKTLPTQ6NMYZ,역곡로,37.5275249,126.8146776,,,,,,,,,EXCLUDED,not a current station area
GGD-TNYOLABZF4BVHSPEJRLLB4CZHE,수원시청역_7번출구,37.2648464,127.0294507,수원시청역,수원시청역,수인분당선,경기 수원시 권선구 권선동 1122,37.2619226180172,127.030857188083,348,MATCHED,
GGD-R2W34ATMLM2NRV4QKS75VI72I3,정자역_3번출구,37.3661474,127.1070383,정자역,정자역,수인분당선,경기 성남시 분당구 정자동 95-1,37.3661737923199,127.108097457244,94,MATCHED,
GGD-R2W34ATMLM2NRV4QKS75VI72I3,정자역_3번출구,37.3661474,127.1070383,정자역,정자역,신분당선,경기 성남시 분당구 정자동 95-1,37.3673267196137,127.108519062566,185,MATCHED,
GGD-7UD7BVISTDVOFFQEN2FRDWKBMW,대화역,37.6757338,126.7471819,대화역,대화역,3호선,경기 고양시 일산서구 대화동 2221,37.676157377075,126.747500970967,55,MATCHED,
GGD-YDJIXI53I4RXCKTULNRTLEN4HF,지행역_2번출구,37.8941617,127.0563389,지행역,지행역,1호선,경기 동두천시 지행동 424-1,37.892342734325595,127.05579309162063,208,MATCHED,
GGD-JOS5HESKDRJJTFAQ7YSNIOY6QO,동두천중앙역_1,37.9036680,127.0522755,동두천중앙역,동두천중앙역,1호선,경기 동두천시 생연동 726-3,37.9017807357936,127.05642330094,420,MATCHED,
GGD-A3BOY74XKOVI5FOKY4DZ3ENTQN,광명사거리역_4번출구,37.4796193,126.8521352,광명사거리역,광명사거리역,7호선,경기 광명시 광명동 158-211,37.4792983082726,126.854873735158,244,MATCHED,
GGD-OEWMAGPR5HKDFOZVBOYZ7PJIM6,수진역_2번출구,37.4368043,127.1416964,수진역,수진역,8호선,경기 성남시 수정구 수진동 2205-1,37.4373779787206,127.140534508419,121,MATCHED,
GGD-7HQV7FOT3QZE5BORMZS3WG6QGV,단대오거리역_1번출구,37.4459252,127.1624706,단대오거리역,단대오거리역,8호선,경기 성남시 수정구 신흥동 2467,37.44502248894697,127.156769790167,513,MATCHED,
GGD-QEBMQU72IZFP7VRGQ5FLZODAZN,죽전역,37.3249558,127.1073461,죽전역,죽전역,수인분당선,경기 용인시 수지구 죽전동 1286,37.3243773830569,127.107505020642,66,MATCHED,
GGD-C6YJRVQJGBGJ4M7622MR7YKMW3,수원시청역,37.2601624,127.0249986,수원시청역,수원시청역,수인분당선,경기 수원시 권선구 권선동 1122,37.2619226180172,127.030857188083,554,MATCHED,
GGD-GM5QGIZWZWFR5HYN4I3OPKB76S,인덕원역_2번출구,37.4001702,126.9777166,인덕원역,인덕원역,4호선,경기 안양시 동안구 관양동 1563,37.4014941709597,126.976679855187,173,MATCHED,
GGD-ZNMBQI2XPRC2JW2O6IHSW2ZNF5,영통역_8번출구,37.2534617,127.0724854,영통역,영통역,수인분당선,경기 수원시 영통구 영통동 1055,37.2515035095752,127.07133191773,240,MATCHED,
GGD-7SGNJWLSLF33OCIAY65C3NEQXP,미금역_1번출구,37.3505085,127.1105753,미금역,미금역,수인분당선,경기 성남시 분당구 금곡동 222,37.35007159880101,127.10900662549734,147,MATCHED,
GGD-7SGNJWLSLF33OCIAY65C3NEQXP,미금역_1번출구,37.3505085,127.1105753,미금역,미금역,신분당선,경기 성남시 분당구 금곡동 222,37.35007178997763,127.10879895547586,164,MATCHED,
GGD-MED63ORXFUMTPYGWYTLHUU3HTW,안산역,37.3257312,126.7914125,안산역,안산역,4호선,경기 안산시 단원구 원곡동 377-1,37.32685867641246,126.7892163493839,231,MATCHED,
GGD-MED63ORXFUMTPYGWYTLHUU3HTW,안산역,37.3257312,126.7914125,안산역,안산역,수인분당선,경기 안산시 단원구 원곡동 377-1,37.32740075973935,126.78801883475911,353,MATCHED,
GGD-H4MBOENIJGQBY6NFXWRE6QJD7L,백석역_7번출구,37.6431761,126.7896944,백석역,백석역,3호선,경기 고양시 일산동구 백석동 1538,37.6429623651607,126.788131509803,140,MATCHED,
GGD-F5WTMEHUERFBGEGFLMKCVHYYOA,망포역,37.2444502,127.0594946,망포역,망포역,수인분당선,경기 수원시 영통구 영통동 1069,37.245654330704845,127.0573246372016,234,MATCHED,
GGD-MHV3ZF6FINWH6KQVEVLXBGJL3S,망포역_3번출구,37.2454100,127.0557003,망포역,망포역,수인분당선,경기 수원시 영통구 영통동 1069,37.245654330704845,127.0573246372016,146,MATCHED,
GGD-FQGT532RDZBYZ3VBO7KIMUNMFO,용문역,37.4833635,127.5922599,용문역,용문역,경의중앙선,경기 양평군 용문면 다문리 736-13,37.4818020661568,127.593795306663,220,MATCHED,
GGD-VTON6WJ5YULK4QO63EZKBVKBKN,미금역_5번출구,37.3492814,127.1075569,미금역,미금역,수인분당선,경기 성남시 분당구 금곡동 222,37.35007159880101,127.10900662549734,155,MATCHED,
GGD-VTON6WJ5YULK4QO63EZKBVKBKN,미금역_5번출구,37.3492814,127.1075569,미금역,미금역,신분당선,경기 성남시 분당구 금곡동 222,37.35007178997763,127.10879895547586,141,MATCHED,
GGD-U4FDAZTMTZKBQUT4LJCR373AVD,평촌역,37.3938382,126.9623868,평촌역,평촌역,4호선,경기 안양시 동안구 관양동 1608-1,37.39423950914369,126.9638080221341,133,MATCHED,
GGD-OE2JN3SFZBADM44RBIOMSKAWMO,판교역로,37.4014258,127.1113130,판교역,판교역,신분당선,경기 성남시 분당구 백현동 19-2,37.39477752734142,127.11119782955879,739,MATCHED,
GGD-OE2JN3SFZBADM44RBIOMSKAWMO,판교역로,37.4014258,127.1113130,판교역,판교역,경강선,경기 성남시 분당구 백현동 19-2,37.394775885643,127.111982699564,742,MATCHED,
GGD-SCUSJXWOHKLE27KQHTBPTVVNVG,금정역_6번출구,37.3737483,126.9418714,금정역,금정역,4호선,경기 군포시 금정동 613,37.37246820714397,126.94347315682283,201,MATCHED,
GGD-SCUSJXWOHKLE27KQHTBPTVVNVG,금정역_6번출구,37.3737483,126.9418714,금정역,금정역,1호선,경기 군포시 금정동 613,37.37233746119409,126.94327003910128,200,MATCHED,
GGD-723UO3WTLQNJPCYKP65UPCYWHQ,영통역,37.2518390,127.0725411,영통역,영통역,수인분당선,경기 수원시 영통구 영통동 1055,37.2515035095752,127.07133191773,113,MATCHED,
GGD-HCQWQSOE56G5MDUCKCFQG3BNC7,의정부역_2번출구,37.7358093,127.0445761,의정부역,의정부역,1호선,경기 의정부시 의정부동 168-54,37.7383624923599,127.045956826767,309,MATCHED,
GGD-5WASCC6YJKXQQQZQL76IWUJID4,야탑역,37.4111734,127.1273871,야탑역,야탑역,수인분당선,경기 성남시 분당구 야탑동 488-1,37.4113736407028,127.128742990837,122,MATCHED,
GGD-WQNQDQCSBAYRWGLFCNCDWVDE7Z,명학역,37.3848805,126.9337590,명학역,명학역,1호선,경기 안양시 만안구 안양동 1163-1,37.3844604191546,126.935592791667,169,MATCHED,
GGD-M5IMOYIBFJT3WNPCBFFTVINERX,역곡역_1번출구,37.4844717,126.8104739,역곡역,역곡역,1호선,경기 부천시 원미구 역곡동 382,37.48531525961914,126.81205931841492,168,MATCHED,
GGD-2S3HFLTGVKIZJBUMNH2QRCJNDA,산본역_3번출구,37.3600409,126.9314254,산본역,산본역,4호선,경기 군포시 산본동 1231,37.3580193085257,126.933046329836,267,MATCHED,
GGD-EJMTOPMOTRZB574JIQ46L57N45,서현역,37.3850794,127.1234387,서현역,서현역,수인분당선,경기 성남시 분당구 서현동 263,37.3850154269126,127.123431479636,7,MATCHED,
GGD-G3EE56M3GR5V5ZOCBMBBNNG67L,미금역_3번출구,37.3489668,127.1100866,미금역,미금역,수인분당선,경기 성남시 분당구 금곡동 222,37.35007159880101,127.10900662549734,156,MATCHED,
GGD-G3EE56M3GR5V5ZOCBMBBNNG67L,미금역_3번출구,37.3489668,127.1100866,미금역,미금역,신분당선,경기 성남시 분당구 금곡동 222,37.35007178997763,127.10879895547586,167,MATCHED,
GGD-W6VMZCISQQ4TSRN2TVIIR277NE,안양역_1번출구,37.4024123,126.9221286,안양역,안양역,1호선,경기 안양시 만안구 안양동 88-1,37.4016838636508,126.922729807594,97,MATCHED,
GGD-VG7GQLENPQJIR7BRXVSI4WJ66H,오리역_6번출구,37.3412800,127.1081890,오리역,오리역,수인분당선,경기 성남시 분당구 구미동 197-1,37.3398305519823,127.108948940053,175,MATCHED,
GGD-HFDYCTBMMPHBXXOBEKGYGP75NJ,부천역,37.4838655,126.7799658,부천역,부천역,1호선,경기 부천시 소사구 심곡본동 316-2,37.483989787369545,126.78308287157131,275,MATCHED,
GGD-OHBWCOMRSUDCFYNNU5HJ3BKFY6,군포역_1번출구,37.3521632,126.9474609,군포역,군포역,1호선,경기 군포시 당동 134-1,37.35419227847359,126.948517502286,244,MATCHED,
GGD-TO4KHH57TXKYU44HXHFOJWCOEO,성복역,37.3134478,127.0821037,성복역,성복역,신분당선,경기 용인시 수지구 성복동 720-6,37.3135324511783,127.08038367116,152,MATCHED,
GGD-MB3KE4IK354FIHXNW5CW2SXWUD,동두천중앙역_2,37.9012030,127.0570516,동두천중앙역,동두천중앙역,1호선,경기 동두천시 생연동 726-3,37.9017807357936,127.05642330094,85,MATCHED,
GGD-42H3E5KIURWMPJPUXTAIU3NNV2,탄현역,37.6957903,126.7604938,탄현역,탄현역,경의중앙선,경기 고양시 일산서구 덕이동 238-12,37.6939889446111,126.761078262576,207,MATCHED,
GGD-M2IFVPMTLXBJXQCPDTZRTI77MA,단대오거리역_2번출구,37.4439631,127.1590071,단대오거리역,단대오거리역,8호선,경기 성남시 수정구 신흥동 2467,37.44502248894697,127.156769790167,230,MATCHED,
GGD-OEIPWM44XYO6VENQKZ7NHXW5RX,야당역,37.7125388,126.7645182,야당역,야당역,경의중앙선,경기 파주시 야당동 1088,37.712611015679,126.761453983315,270,MATCHED,
GGD-56JA47EDAXTQLVRGU33A2A6HB6,화정역_3번출구,37.6353653,126.8327341,화정역,화정역,3호선,경기 고양시 덕양구 화정동 1098,37.6346440058753,126.832688422366,80,MATCHED,
GGD-R2MXC3HST6I34UHH5X5QR6QQQ2,역곡북부시장,37.4872515,126.8128450,,,,,,,,,EXCLUDED,not a current station area
GGD-6YBFZFT4I6MFJODOOE6CIRDV5U,연천역급수탑,38.1027857,127.0756692,연천역,연천역,1호선,경기 연천군 연천읍 차탄리 34-567,38.1006071628556,127.073673786091,299,MATCHED,
GGD-MFKNPVQUTAMSETRTEE57LIHRXC,정발산역,37.6572358,126.7712636,정발산역,정발산역,3호선,경기 고양시 일산동구 마두동 1123,37.659480619983,126.773405960872,313,MATCHED,
GGD-VPFKWWGPJRFQL52YUPEO2UA64N,의정부역,37.7360638,127.0469692,의정부역,의정부역,1호선,경기 의정부시 의정부동 168-54,37.7383624923599,127.045956826767,271,MATCHED,
GGD-XHZ36UC7KA3KXC4ZMPSMORILNS,백석역_5번출구,37.6448830,126.7864420,백석역,백석역,3호선,경기 고양시 일산동구 백석동 1538,37.6429623651607,126.788131509803,260,MATCHED,
GGD-RYKDPJISU6CNNRG42ZH2HPJUZD,망월사역_1번출구,37.7104760,127.0473989,망월사역,망월사역,1호선,경기 의정부시 호원동 50-5,37.7102191609902,127.047418285506,29,MATCHED,
GGD-PSIFPXZFC23I76USWGAOTQH46S,지행역,37.8903538,127.0558829,지행역,지행역,1호선,경기 동두천시 지행동 424-1,37.892342734325595,127.05579309162063,221,MATCHED,
GGD-2N5TBW2MXV2AIJRLGGK3RCP5O7,금촌역,37.7658136,126.7743214,금촌역,금촌역,경의중앙선,경기 파주시 금촌동 329-251,37.7662265030421,126.774633255205,53,MATCHED,
GGD-GHW5LY2URAVQT2JE4ZPMRCYJUR,송내역,37.4900883,126.7472070,송내역,송내역,1호선,경기 부천시 소사구 송내동 632-4,37.48764140324914,126.75315944764172,591,MATCHED,
GGD-IU6YOUXCXKADNOWZSIEC2H45ON,부천시청역_1번출구,37.5032647,126.7638999,부천시청역,부천시청역,7호선,경기 부천시 원미구 중동 1243,37.50465563053715,126.76401384887843,155,MATCHED,
GGD-AC4JXG4SKCTO43VCRR4K73X67U,모란역정류소,37.4317628,127.1283300,모란역,모란역,8호선,경기 성남시 수정구 수진동 4518,37.4340382896277,127.129970457799,292,MATCHED,
GGD-AC4JXG4SKCTO43VCRR4K73X67U,모란역정류소,37.4317628,127.1283300,모란역,모란역,수인분당선,경기 성남시 중원구 성남동 1575,37.432056973841604,127.12913205625071,78,MATCHED,
GGD-EZJXXEGDWQ5KUPQ6DJLJF5GJGG,신중동역_4번출구,37.5040989,126.7716572,신중동역,신중동역,7호선,경기 부천시 원미구 중동 1140-6,37.50295164139924,126.77689833819102,480,MATCHED,
GGD-OZRHQG2CBIGTEM5JQI7DB7UVBT,상동역,37.5069437,126.7508183,상동역,상동역,7호선,경기 부천시 원미구 상동 633,37.50578860265,126.753192450274,246,MATCHED,
GGD-3BKWAFIJE2QZ4LIQRAMR7P5V7J,부천시청역_3번출구,37.5034266,126.7612904,부천시청역,부천시청역,7호선,경기 부천시 원미구 중동 1243,37.50465563053715,126.76401384887843,276,MATCHED,
GGD-P5TIEK3KQTZB4T3BMLUFTV76DP,운정역,37.7248619,126.7693953,운정역,운정역,경의중앙선,경기 파주시 야당동 299-4,37.72560181256856,126.76716330229101,213,MATCHED,
GGD-I4YVPSWG7B5UBBUR3R42NMBQ5R,송내역정류소,37.4861095,126.7515955,송내역,송내역,1호선,경기 부천시 소사구 송내동 632-4,37.48764140324914,126.75315944764172,219,MATCHED,
GGD-APQCUOFCQPMX2SBG2Y5V4YUPTC,백석역,37.6440061,126.7858306,백석역,백석역,3호선,경기 고양시 일산동구 백석동 1538,37.6429623651607,126.788131509803,233,MATCHED,
GGD-BLVFAV77CHMRO7Y7J636C6OK24,마석역,37.6543076,127.3062056,마석역,마석역,경춘선,경기 남양주시 화도읍 마석우리 222-2,37.652792215501,127.311686554885,511,MATCHED,
GGD-OG4FBKZ5Q5XEEMN3DEM4VAEHEX,정왕역,37.3521436,126.7440162,정왕역,정왕역,4호선,경기 시흥시 정왕동 2325-12,37.351701334544885,126.74335018635819,77,MATCHED,
GGD-OG4FBKZ5Q5XEEMN3DEM4VAEHEX,정왕역,37.3521436,126.7440162,정왕역,정왕역,수인분당선,경기 시흥시 정왕동 2325-12,37.3520125238326,126.742261089582,156,MATCHED,
GGD-HB42AESOHAN2SNW5TTSKP5ABNB,철산역_1번출구,37.4750927,126.8687981,철산역,철산역,7호선,경기 광명시 철산동 526,37.4761928424537,126.868211027014,133,MATCHED,
GGD-YMKEVY33RNMZVBDHZCSUT6JNJM,광명사거리역,37.4815845,126.8566465,광명사거리역,광명사거리역,7호선,경기 광명시 광명동 158-211,37.4792983082726,126.854873735158,298,MATCHED,
GGD-OMHKXIDBBOI6AIEBP4A5QRX7KE,고양구일산역사,37.6859988,126.7717302,일산역,일산역,경의중앙선,경기 고양시 일산서구 일산동 655-691,37.68222907297604,126.7695084298458,463,MATCHED_ALIAS,
GGD-OMHKXIDBBOI6AIEBP4A5QRX7KE,고양구일산역사,37.6859988,126.7717302,일산역,일산역,서해선,경기 고양시 일산서구 일산동 655-691,37.68177882144443,126.77055391257012,481,MATCHED_ALIAS,
GGD-R3W64C52LMJQVEC5Z3LJTED4RY,산본역_4번출구,37.3576974,126.9333454,산본역,산본역,4호선,경기 군포시 산본동 1231,37.3580193085257,126.933046329836,44,MATCHED,
GGD-DCLBEDRYHXMRD7KQWYK62VGHC6,구리역_2번출구,37.6028927,127.1433166,구리역,구리역,경의중앙선,경기 구리시 인창동 244-2,37.603268938528196,127.14335098072823,42,MATCHED,
GGD-DCLBEDRYHXMRD7KQWYK62VGHC6,구리역_2번출구,37.6028927,127.1433166,구리역,구리역,8호선,경기 구리시 인창동 675-1,37.6025594165258,127.140724609447,231,MATCHED,
GGD-GEIHGMHNLBEFE3B7GCI4KFQP5U,신중동역_3번출구,37.5021214,126.7726339,신중동역,신중동역,7호선,경기 부천시 원미구 중동 1140-6,37.50295164139924,126.77689833819102,387,MATCHED,
GGD-BDY73ZE5YYPVYBOF7HQ54PLNHN,역말로,37.5353230,127.2013330,,,,,,,,,EXCLUDED,not a current station area
GGD-ZJI3ZITB5N6IKXNI5TRIPGPIAU,백석역_1번출구,37.6412127,126.7892376,백석역,백석역,3호선,경기 고양시 일산동구 백석동 1538,37.6429623651607,126.788131509803,218,MATCHED,
GGD-PWP2NIFJFI6M3VPMUGXMR3HWFI,신흥역_3번출구,37.4412274,127.1463703,신흥역,신흥역,8호선,경기 성남시 수정구 신흥동 2467,37.4409230460675,127.147538132656,109,MATCHED,
GGD-7B7EKNKJ4YD76MJH3KRE63VEGW,주엽역_3번출구,37.6701882,126.7599170,주엽역,주엽역,3호선,경기 고양시 일산서구 주엽동 166-7,37.6701494878278,126.761263524195,119,MATCHED,
GGD-LYTTDI2K3PX55CXNKGRJK5O2CP,철산역_4번출구,37.4767942,126.8664041,철산역,철산역,7호선,경기 광명시 철산동 526,37.4761928424537,126.868211027014,173,MATCHED,
GGD-BF52AZJOB3BXBN2EKVJIC5P4TF,역곡역_2번출구,37.4850808,126.8093536,역곡역,역곡역,1호선,경기 부천시 원미구 역곡동 382,37.48531525961914,126.81205931841492,240,MATCHED,
GGD-GN6QT2MGIPASQK5ZXHSEV3F55D,상현역,37.2967576,127.0697836,상현역,상현역,신분당선,경기 용인시 수지구 상현동 502-10,37.2978289663421,127.069363534097,125,MATCHED,
GGD-CDVZEQCKDPB7GAAGECWVNJ54QO,대화역_4번출구,37.6766626,126.7475784,대화역,대화역,3호선,경기 고양시 일산서구 대화동 2221,37.676157377075,126.747500970967,57,MATCHED,
GGD-X6235JFNM3LDQUG3SLKY7SFLAM,회룡역_3번출구,37.7237899,127.0456491,회룡역,회룡역,1호선,경기 의정부시 호원동 50-5,37.7238058806629,127.047295368138,145,MATCHED,
GGD-X6235JFNM3LDQUG3SLKY7SFLAM,회룡역_3번출구,37.7237899,127.0456491,회룡역,회룡역,의정부경전철,경기 의정부시 호원동 50-5,37.7249952537983,127.047069262756,183,MATCHED,
GGD-VG35LH34LY4XP56M2GHI5EH5SU,상동역_3번출구,37.5047420,126.7503863,상동역,상동역,7호선,경기 부천시 원미구 상동 633,37.50578860265,126.753192450274,274,MATCHED,
GGD-LZQINBENQWZTNTG4Y3OX3T4X4C,마두역,37.6521001,126.7783463,마두역,마두역,3호선,경기 고양시 일산동구 마두동 765-1,37.65224113444557,126.77761059652867,67,MATCHED,
GGD-MP6JQQY2ZCRLGTP4TZKDF3VBDO,수내역,37.3786252,127.1144517,수내역,수내역,수인분당선,경기 성남시 분당구 수내동 14,37.3784687674046,127.114288846291,23,MATCHED,
